source,target,relationship
Pogonomyrmex colei,Arizona,locatedIn
Polyergus breviceps,Illinois,locatedIn
Polyodon spathula,Ohio,locatedIn
Polyodon spathula,Alabama,locatedIn
Polyodon spathula,Mississippi,locatedIn
Polyodon spathula,Arkansas,locatedIn
Polyodon spathula,Louisiana,locatedIn
Polyodon spathula,Iowa,locatedIn
Polyodon spathula,South Dakota,locatedIn
Polysticta stelleri,Alaska,locatedIn
Polysticta stelleri,,locatedIn
Polysticta stelleri,California,locatedIn
Pomatomus saltatrix,Florida,locatedIn
Pomatomus saltatrix,Massachusetts,locatedIn
Pomatomus saltatrix,South Carolina,locatedIn
Pomatomus saltatrix,,locatedIn
Pomatomus saltatrix,Mississippi,locatedIn
Pomatomus saltatrix,Alabama,locatedIn
Pomatomus saltatrix,New Jersey,locatedIn
Pomatomus saltatrix,Texas,locatedIn
Pongo abelii,New Mexico,locatedIn
Pongo pygmaeus,Washington,locatedIn
Potamilus capax,Arkansas,locatedIn
Potamilus inflatus,Alabama,locatedIn
Prionailurus viverrinus,Texas,locatedIn
Prionailurus viverrinus,California,locatedIn
Pristis pectinata,Florida,locatedIn
Pseudobatos lentiginosus,,locatedIn
Psittacus erithacus,Ohio,locatedIn
Psittacus erithacus,Colorado,locatedIn
Pterodroma cookii,Washington,locatedIn
Pterodroma longirostris,Texas,locatedIn
Pterodroma sandwichensis,Hawaii,locatedIn
Pterodroma sandwichensis,Arizona,locatedIn
Pteronotropis welaka,Alabama,locatedIn
Pteronotropis welaka,Florida,locatedIn
Pteronotropis welaka,Mississippi,locatedIn
Pteronotropis welaka,Georgia,locatedIn
Pteronotropis welaka,Louisiana,locatedIn
Pteropus poliocephalus,Washington,locatedIn
Pteropus rodricensis,Washington,locatedIn
Ptychobranchus greenii,Alabama,locatedIn
Ptychobranchus greenii,Georgia,locatedIn
Ptychobranchus jonesi,Alabama,locatedIn
Ptychocheilus lucius,New Mexico,locatedIn
Ptychocheilus lucius,Colorado,locatedIn
Ptychocheilus lucius,Utah,locatedIn
Puffinus bulleri,California,locatedIn
Puffinus bulleri,,locatedIn
Puffinus creatopus,Washington,locatedIn
Puffinus creatopus,,locatedIn
Puffinus creatopus,California,locatedIn
Puffinus newelli,Hawaii,locatedIn
Puffinus newelli,,locatedIn
Pycnopodia helianthoides,,locatedIn
Pycnopodia helianthoides,California,locatedIn
Pycnopodia helianthoides,Alaska,locatedIn
Python bivittatus,Florida,locatedIn
Python bivittatus,,locatedIn
Rana draytonii,California,locatedIn
Rana muscosa,California,locatedIn
Rana pretiosa,Montana,locatedIn
Rana pretiosa,Washington,locatedIn
Rana pretiosa,Wyoming,locatedIn
Rana pretiosa,Oregon,locatedIn
Rana sierrae,California,locatedIn
Rangifer tarandus,Alaska,locatedIn
Rangifer tarandus,Ohio,locatedIn
Rangifer tarandus,Colorado,locatedIn
Rangifer tarandus,,locatedIn
Reithrodontomys raviventris,California,locatedIn
Reithrodontomys raviventris,,locatedIn
Rhabdotorrhinus corrugatus,Louisiana,locatedIn
Rhinichthys cobitis,New Mexico,locatedIn
Rhinichthys cobitis,Arizona,locatedIn
Rhinoceros unicornis,Texas,locatedIn
Rhinoptera bonasus,Alabama,locatedIn
Rhinoptera bonasus,,locatedIn
Rhinoptera bonasus,Texas,locatedIn
Rhinoptera brasiliensis,,locatedIn
Rhodacmea elatior,Alabama,locatedIn
Rhomboplites aurorubens,,locatedIn
Rhomboplites aurorubens,Alabama,locatedIn
Rhyacotriton olympicus,Washington,locatedIn
Rhynchopsitta pachyrhyncha,Arizona,locatedIn
Rhyticeros cassidix,Louisiana,locatedIn
Rhyticeros cassidix,California,locatedIn
Rissa brevirostris,,locatedIn
Rissa brevirostris,Alaska,locatedIn
Rissa brevirostris,California,locatedIn
Rissa tridactyla,,locatedIn
Rissa tridactyla,Alaska,locatedIn
Rissa tridactyla,New York,locatedIn
Rissa tridactyla,Washington,locatedIn
Rissa tridactyla,Kansas,locatedIn
Rissa tridactyla,Texas,locatedIn
Rissa tridactyla,California,locatedIn
Rissa tridactyla,New Mexico,locatedIn
Rollulus rouloul,Texas,locatedIn
Rollulus rouloul,Louisiana,locatedIn
Rucervus duvaucelii,Texas,locatedIn
Sagittunio nasutus,New York,locatedIn
Saguinus bicolor,Texas,locatedIn
Saguinus oedipus,Utah,locatedIn
Saiga tatarica,Alaska,locatedIn
Salvelinus confluentus,Idaho,locatedIn
Salvelinus confluentus,Oregon,locatedIn
Salvelinus confluentus,Washington,locatedIn
Sarcophilus harrisii,New Mexico,locatedIn
Scaphirhynchus albus,Missouri,locatedIn
Scaphirhynchus albus,Nebraska,locatedIn
Scaphirhynchus albus,Louisiana,locatedIn
Scaphirhynchus albus,South Dakota,locatedIn
Scaphirhynchus albus,North Dakota,locatedIn
Scaphirhynchus albus,Montana,locatedIn
Scaphirhynchus albus,Illinois,locatedIn
Scaphirhynchus platorynchus,Mississippi,locatedIn
Scaphirhynchus platorynchus,Missouri,locatedIn
Scaphirhynchus platorynchus,Wyoming,locatedIn
Scaphirhynchus platorynchus,Louisiana,locatedIn
Scaphirhynchus platorynchus,Kansas,locatedIn
Scaphirhynchus platorynchus,Iowa,locatedIn
Scaphirhynchus platorynchus,South Dakota,locatedIn
Scaphirhynchus platorynchus,North Dakota,locatedIn
Scaphirhynchus platorynchus,Nebraska,locatedIn
Scaphirhynchus platorynchus,Ohio,locatedIn
Scaphirhynchus platorynchus,Montana,locatedIn
Scaphirhynchus suttkusi,Alabama,locatedIn
Sceloporus arenicolus,New Mexico,locatedIn
Sceloporus arenicolus,Texas,locatedIn
Sebastes fasciatus,Maine,locatedIn
Sebastes fasciatus,,locatedIn
Sebastes paucispinis,,locatedIn
Sebastes paucispinis,California,locatedIn
Sebastolobus alascanus,,locatedIn
Sebastolobus alascanus,California,locatedIn
Semicossyphus pulcher,,locatedIn
Semicossyphus pulcher,California,locatedIn
Setophaga chrysoparia,Texas,locatedIn
Setophaga dominica,Florida,locatedIn
Setophaga dominica,Maryland,locatedIn
Setophaga dominica,Alabama,locatedIn
Setophaga dominica,North Carolina,locatedIn
Setophaga dominica,Louisiana,locatedIn
Setophaga dominica,,locatedIn
Setophaga dominica,Ohio,locatedIn
Setophaga dominica,Missouri,locatedIn
Simpsonaias ambigua,Tennessee,locatedIn
Siphateles boraxobius,Oregon,locatedIn
Somniosus microcephalus,,locatedIn
Sorex pribilofensis,,locatedIn
Sorex pribilofensis,Alaska,locatedIn
Speoplatyrhinus poulsoni,Alabama,locatedIn
Speyeria idalia,Illinois,locatedIn
Speyeria idalia,Iowa,locatedIn
Speyeria idalia,,locatedIn
Speyeria idalia,Minnesota,locatedIn
Spheniscus demersus,California,locatedIn
Spheniscus humboldti,Colorado,locatedIn
Sphyrna lewini,Alabama,locatedIn
Sphyrna lewini,,locatedIn
Sphyrna mokarran,,locatedIn
Sphyrna tiburo,,locatedIn
Sphyrna tiburo,Alabama,locatedIn
Sphyrna zygaena,,locatedIn
Spilogale putorius,Kansas,locatedIn
Spilogale putorius,Texas,locatedIn
Spilogale putorius,South Dakota,locatedIn
Spilogale putorius,North Carolina,locatedIn
Spilogale putorius,Florida,locatedIn
Spilogale putorius,Oregon,locatedIn
Spilogale putorius,New Mexico,locatedIn
Spilogale putorius,Oklahoma,locatedIn
Spilogale putorius,Alabama,locatedIn
Squalus acanthias,,locatedIn
Squalus acanthias,California,locatedIn
Squalus acanthias,Maine,locatedIn
Squalus mitsukurii,,locatedIn
Stegastes leucorus,California,locatedIn
Stegastes leucorus,,locatedIn
Stereolepis gigas,,locatedIn
Stereolepis gigas,California,locatedIn
Sternotherus depressus,Alabama,locatedIn
Streptocephalus woottoni,California,locatedIn
Stygobromus gradyi,,locatedIn
Sylvilagus robustus,Texas,locatedIn
Sylvilagus transitionalis,New York,locatedIn
Sylvilagus transitionalis,Connecticut,locatedIn
Symphalangus syndactylus,New Mexico,locatedIn
Symphalangus syndactylus,Washington,locatedIn
Syncaris pacifica,California,locatedIn
Synthliboramphus craveri,California,locatedIn
Synthliboramphus hypoleucus,California,locatedIn
Synthliboramphus hypoleucus,,locatedIn
Synthliboramphus scrippsi,California,locatedIn
Synthliboramphus scrippsi,,locatedIn
Syrmaticus reevesii,Texas,locatedIn
Tamias palmeri,Nevada,locatedIn
Tapirus terrestris,Illinois,locatedIn
Tapirus terrestris,Ohio,locatedIn
Tapirus terrestris,Washington,locatedIn
Tautoga onitis,Alabama,locatedIn
Tautoga onitis,,locatedIn
Tautoga onitis,New Jersey,locatedIn
Terrapene carolina,California,locatedIn
Terrapene carolina,Maryland,locatedIn
Terrapene carolina,North Carolina,locatedIn
Terrapene carolina,Oklahoma,locatedIn
Terrapene carolina,Texas,locatedIn
Terrapene carolina,Florida,locatedIn
Terrapene carolina,Georgia,locatedIn
Terrapene carolina,Alabama,locatedIn
Terrapene carolina,New Jersey,locatedIn
Terrapene carolina,Missouri,locatedIn
Terrapene carolina,South Carolina,locatedIn
Terrapene carolina,Tennessee,locatedIn
Terrapene carolina,Mississippi,locatedIn
Terrapene carolina,Virginia,locatedIn
Terrapene carolina,,locatedIn
Terrapene carolina,Kentucky,locatedIn
Terrapene carolina,Louisiana,locatedIn
Terrapene carolina,Michigan,locatedIn
Thalassarche chlororhynchos,Texas,locatedIn
Thamnophis gigas,California,locatedIn
Theliderma cylindrica,Tennessee,locatedIn
Theliderma intermedia,Tennessee,locatedIn
Theliderma sparsa,Tennessee,locatedIn
Theliderma stapes,Alabama,locatedIn
Thunnus obesus,Alabama,locatedIn
Toxolasma cylindrellum,Alabama,locatedIn
Toxolasma pullum,Georgia,locatedIn
Toxostoma bendirei,Arizona,locatedIn
Toxostoma bendirei,New Mexico,locatedIn
Toxostoma bendirei,California,locatedIn
Trachemys gaigeae,Texas,locatedIn
Trachemys gaigeae,,locatedIn
Trachemys gaigeae,New Mexico,locatedIn
Trachypithecus francoisi,Texas,locatedIn
Trachypithecus francoisi,Washington,locatedIn
Trachypithecus francoisi,California,locatedIn
Tragelaphus eurycerus,New Mexico,locatedIn
Tremarctos ornatus,Texas,locatedIn
Tremarctos ornatus,California,locatedIn
Triaenodon obesus,,locatedIn
Trichechus manatus,Florida,locatedIn
Trichechus manatus,,locatedIn
Trichechus manatus,Ohio,locatedIn
Trioceros quadricornis,California,locatedIn
Tulotoma magnifica,Alabama,locatedIn
Tympanuchus pallidicinctus,Kansas,locatedIn
Tympanuchus pallidicinctus,Colorado,locatedIn
Tympanuchus pallidicinctus,New Mexico,locatedIn
Uncia uncia,New Mexico,locatedIn
Uncia uncia,Ohio,locatedIn
Uncia uncia,Washington,locatedIn
Uncia uncia,Utah,locatedIn
Urocitellus brunneus,Idaho,locatedIn
Urocitellus townsendii,Idaho,locatedIn
Urocitellus townsendii,Washington,locatedIn
Urocitellus townsendii,Utah,locatedIn
Uroplatus ebenaui,California,locatedIn
Uroplatus henkeli,California,locatedIn
Ursus maritimus,New Mexico,locatedIn
Ursus maritimus,Alaska,locatedIn
Ursus maritimus,California,locatedIn
Ursus maritimus,,locatedIn
Ursus thibetanus,Texas,locatedIn
Valvata mergella,Alaska,locatedIn
Varanus komodoensis,New Mexico,locatedIn
Varecia rubra,California,locatedIn
Varecia variegata,New Mexico,locatedIn
Varecia variegata,Texas,locatedIn
Varecia variegata,Utah,locatedIn
Venustaconcha trabalis,Tennessee,locatedIn
Venustaconcha trabalis,Kentucky,locatedIn
Vestiaria coccinea,Hawaii,locatedIn
Vultur gryphus,California,locatedIn
Xerarionta intercisa,California,locatedIn
Xerarionta redimita,California,locatedIn
Xerarionta tryoni,,locatedIn
Xyrauchen texanus,New Mexico,locatedIn
Xyrauchen texanus,Nevada,locatedIn
Xyrauchen texanus,Arizona,locatedIn
Xyrauchen texanus,California,locatedIn
Xyrauchen texanus,Colorado,locatedIn
Xyrauchen texanus,Utah,locatedIn
